ID,Predicted
184,unacc
1532,good
412,unacc
1342,unacc
1233,unacc
1030,unacc
1165,unacc
793,unacc
1223,unacc
1083,unacc
60,unacc
1303,unacc
1681,unacc
466,unacc
247,unacc
848,acc
330,unacc
730,unacc
587,acc
844,unacc
1006,unacc
1081,unacc
1622,unacc
134,unacc
617,acc
0,unacc
927,unacc
661,acc
178,unacc
1293,unacc
138,unacc
1054,unacc
284,acc
1089,unacc
1212,unacc
492,unacc
773,acc
256,acc
1705,unacc
864,unacc
639,unacc
769,acc
44,unacc
525,unacc
1510,acc
843,unacc
288,unacc
1474,acc
1340,acc
964,unacc
459,unacc
1150,acc
1570,unacc
678,unacc
303,unacc
930,unacc
1440,unacc
230,acc
383,unacc
784,unacc
100,unacc
1500,unacc
1646,vgood
172,unacc
749,acc
585,unacc
850,acc
1463,unacc
346,acc
89,unacc
1032,unacc
439,unacc
707,unacc
557,acc
1115,unacc
1522,acc
1336,acc
1556,vgood
137,unacc
56,unacc
569,unacc
325,unacc
1554,unacc
747,unacc
1331,unacc
26,unacc
1609,good
1450,acc
1261,unacc
552,unacc
761,unacc
157,unacc
1241,vgood
1191,unacc
1187,vgood
849,unacc
768,unacc
1292,vgood
90,unacc
668,acc
1237,good
1635,unacc
449,unacc
1478,acc
805,acc
81,unacc
355,unacc
1036,acc
704,unacc
1213,good
753,unacc
1432,unacc
963,unacc
867,unacc
975,unacc
974,unacc
1227,unacc
1707,unacc
629,unacc
876,unacc
1208,good
198,unacc
147,unacc
379,unacc
834,unacc
1573,unacc
822,unacc
1205,vgood
579,unacc
337,acc
779,acc
1526,vgood
19,unacc
882,unacc
878,acc
1192,unacc
721,unacc
1391,acc
1350,unacc
972,unacc
1257,unacc
792,unacc
1539,unacc
1555,good
486,unacc
1345,acc
1396,unacc
859,acc
321,unacc
1512,unacc
1469,acc
254,acc
218,unacc
1082,unacc
677,unacc
1138,unacc
700,acc
786,unacc
353,unacc
770,acc
257,acc
1476,unacc
548,unacc
739,unacc
1628,unacc
1207,unacc
937,unacc
2,unacc
1245,unacc
1172,acc
994,acc
653,unacc
1525,good
