ID,Predicted
511,0
613,0
615,1
337,1
718,0
152,0
826,0
418,0
614,0
241,0
747,1
291,1
656,0
128,0
868,0
640,0
269,1
496,1
142,0
321,0
158,0
490,0
185,0
110,0
480,0
724,1
139,0
657,0
7,0
238,0
175,0
678,0
324,0
75,0
514,0
622,0
275,1
699,0
16,0
723,0
729,1
764,0
408,0
136,1
816,1
714,0
533,0
535,1
169,0
864,0
430,0
596,1
99,0
876,0
611,0
108,0
336,0
429,0
824,0
31,1
186,0
585,1
809,1
743,0
788,1
482,0
320,0
701,1
129,0
364,0
390,0
36,0
376,1
486,1
525,0
502,1
202,0
859,0
232,0
6,0
483,0
741,1
827,1
91,0
124,0
526,1
783,0
195,1
847,0
835,1
534,0
8,0
382,0
203,0
183,1
257,1
172,1
248,0
42,0
323,0
692,0
389,1
790,0
348,1
140,0
107,0
369,1
409,0
467,1
55,0
69,0
789,1
879,1
247,1
101,0
609,1
834,0
749,0
190,1
366,1
867,1
163,0
821,0
148,0
173,0
803,0
469,1
362,0
9,1
737,1
219,0
549,1
849,1
889,1
400,0
477,0
33,0
411,0
484,1
282,0
465,0
12,0
694,0
798,0
602,1
192,1
652,0
791,0
487,0
56,1
667,0
211,1
404,0
717,1
745,0
492,1
23,0
605,0
750,1
135,0
825,0
335,0
752,0
119,1
355,0
78,1
242,0
561,0
685,0
292,0
300,1
587,0
268,1
155,0
450,0
756,0
187,0
180,0
307,1
229,1
82,1
353,0
707,1
727,1
314,0
289,1
608,1
117,0
231,0
288,0
210,0
332,0
440,1
770,0
421,0
342,0
114,0
188,0
548,0
27,0
671,1
638,0
393,1
468,0
305,1
648,0
510,0
115,0
668,0
646,0
228,0
832,0
797,0
168,0
544,1
446,1
780,1
552,0
731,1
630,0
184,1
422,0
181,0
127,0
133,1
619,0
439,0
374,1
149,0
739,0
448,1
566,0
563,0
531,0
205,1
334,1
32,1
476,0
327,1
734,0
760,0
808,0
226,0
762,0
866,1
598,0
636,0
85,0
24,0
546,1
603,0
754,1
270,0
728,0
722,0
873,0
90,0
414,0
197,0
84,1
259,1
819,0
792,0
828,0
732,0
669,1
634,0
