ID,Predicted
0,0
1,0
2,1
3,1
4,1
5,1
6,0
7,0
8,0
9,0
10,0
11,0
12,1
13,0
14,0
15,1
16,1
17,0
18,1
19,0
20,1
21,1
22,1
23,1
24,0
25,0
26,1
27,1
28,1
29,0
30,0
31,1
32,0
33,0
34,1
35,0
36,0
37,0
38,0
39,1
40,0
41,1
42,0
43,0
44,1
45,0
46,0
47,0
48,1
49,0
50,1
51,1
52,1
53,0
54,0
55,0
56,0
57,0
58,0
59,1
60,0
61,1
62,0
63,1
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,1
73,0
74,1
75,1
76,0
77,0
78,0
79,0
80,1
81,1
82,0
83,0
84,0
85,0
86,0
87,1
88,0
89,1
90,0
91,0
92,0
93,0
94,0
95,0
96,1
97,1
98,0
99,0
100,1
101,0
102,0
103,0
104,1
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,1
113,0
114,1
115,0
116,0
117,1
118,1
119,1
120,0
121,0
122,1
123,0
124,0
125,0
126,0
127,0
128,1
129,0
130,1
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,1
142,0
143,1
144,1
145,0
146,1
147,0
148,1
149,0
150,0
151,0
153,0
154,0
155,1
156,1
157,0
158,1
159,1
160,0
161,0
162,0
163,0
164,1
165,0
166,1
167,0
168,0
169,0
170,1
171,0
172,0
173,0
174,0
175,1
176,0
177,1
178,0
179,0
180,0
181,1
182,0
183,0
184,0
185,1
186,1
187,1
188,0
189,1
190,0
191,0
192,0
193,1
194,1
195,0
196,1
197,0
198,0
199,0
200,1
201,1
202,1
203,1
204,0
205,0
206,0
207,0
208,0
209,0
210,1
211,0
212,1
213,0
214,0
215,0
216,0
217,1
218,1
219,0
220,0
221,0
222,1
223,1
224,1
225,1
226,0
227,0
228,0
229,1
230,1
231,1
232,0
233,0
234,1
235,0
236,1
237,1
238,0
239,0
240,1
241,0
242,1
243,0
244,0
245,1
246,1
247,1
248,1
249,0
250,1
251,0
252,1
253,0
254,1
255,1
256,0
257,0
258,0
259,0
260,1
261,0
262,1
263,1
264,1
265,0
266,0
267,1
268,0
269,0
270,1
271,0
272,1
273,1
274,0
275,1
276,0
277,1
278,0
279,1
280,0
281,1
282,0
283,0
284,1
285,0
286,0
287,1
288,0
289,0
290,1
291,0
292,0
293,0
294,0
295,0
296,1
297,0
298,0
299,0
300,0
301,0
302,1
303,0
304,0
305,0
306,0
307,1
308,1
309,1
310,0
311,1
312,1
313,0
314,1
315,0
316,1
317,0
318,1
319,1
320,0
321,0
322,0
323,1
324,1
325,0
326,1
327,0
328,1
329,0
330,0
331,0
332,0
333,1
334,0
335,1
336,1
337,0
338,1
339,0
340,1
341,0
342,1
343,1
344,0
345,0
346,0
347,0
348,0
349,0
350,0
351,0
352,0
353,1
354,1
355,0
356,1
357,0
358,0
359,0
360,0
361,1
362,0
363,1
364,1
365,1
366,0
367,0
368,1
369,0
370,0
371,1
372,0
373,1
374,0
375,1
376,0
377,0
378,0
379,1
380,0
381,0
382,0
383,0
384,0
385,1
386,0
387,0
388,0
389,0
390,1
391,0
392,1
393,1
394,0
395,1
396,0
397,0
398,1
399,0
400,1
401,1
402,1
403,1
404,0
405,1
406,0
407,1
408,0
409,1
410,0
411,1
412,0
413,0
414,1
415,0
416,0
417,1
